,number_of_siblings,direct_admission,CCA,learning_style,gender,tuition,final_test,n_male,n_female,age,hours_per_week,attendance_rate,sleep_time,wake_time,mode_of_transport
244,2,Yes,Arts,Visual,Female,No,44.0,21.0,3.0,16.0,6.0,43.0,1:30,5:30,public transport
245,1,Yes,None,Auditory,Female,Yes,64.0,5.0,14.0,16.0,11.0,94.0,21:30,5:30,public transport
246,0,No,Sports,Auditory,Male,Yes,68.0,11.0,11.0,15.0,20.0,98.0,22:00,6:00,private transport
247,0,No,Arts,Auditory,Female,Yes,55.0,0.0,21.0,15.0,16.0,91.0,21:30,5:30,public transport
248,1,No,Arts,Visual,Male,Yes,57.0,18.0,10.0,16.0,5.0,100.0,22:30,6:30,private transport
249,2,No,Sports,Auditory,Female,Yes,71.0,9.0,10.0,16.0,10.0,95.0,22:30,6:30,private transport
250,0,No,Clubs,Auditory,Female,Yes,71.0,16.0,7.0,16.0,6.0,96.0,23:00,7:00,walk
251,1,No,Arts,Auditory,Male,Yes,48.0,19.0,6.0,16.0,5.0,97.0,21:30,5:30,public transport
252,1,Yes,Sports,Auditory,Female,Yes,56.0,5.0,20.0,15.0,18.0,99.0,22:30,6:30,private transport
253,1,No,Clubs,Auditory,Female,Yes,64.0,17.0,5.0,16.0,16.0,96.0,23:00,7:00,walk
254,1,No,Clubs,Visual,Male,No,53.0,11.0,19.0,15.0,8.0,91.0,23:00,7:00,walk
255,2,Yes,None,Visual,Female,No,73.0,4.0,16.0,15.0,20.0,95.0,22:30,6:30,private transport
256,2,No,Arts,Visual,Male,No,70.0,18.0,5.0,15.0,11.0,92.0,22:00,6:00,private transport
257,1,No,Sports,Auditory,Female,No,48.0,9.0,21.0,15.0,9.0,54.0,0:00,5:00,public transport
258,1,No,Sports,Auditory,Male,No,67.0,10.0,18.0,16.0,14.0,99.0,23:00,7:00,walk
259,0,Yes,Sports,Visual,Male,Yes,81.0,15.0,2.0,16.0,10.0,94.0,21:00,5:00,public transport
260,2,Yes,Clubs,Visual,Female,Yes,74.0,13.0,1.0,16.0,10.0,99.0,23:00,7:00,walk
261,2,Yes,Sports,Visual,Male,Yes,83.0,14.0,4.0,16.0,9.0,99.0,22:30,6:30,private transport
262,2,No,Clubs,Visual,Female,Yes,57.0,22.0,0.0,15.0,17.0,95.0,23:00,7:00,walk
263,0,Yes,None,Auditory,Female,Yes,83.0,8.0,13.0,15.0,9.0,98.0,22:00,6:00,private transport
264,1,Yes,Sports,Visual,Female,Yes,77.0,20.0,0.0,15.0,7.0,93.0,21:00,5:00,public transport
265,1,No,Sports,Auditory,Female,No,52.0,11.0,19.0,15.0,16.0,90.0,21:00,5:00,public transport
266,0,No,Arts,Auditory,Male,No,68.0,16.0,4.0,16.0,19.0,92.0,23:00,7:00,walk
267,0,No,None,Auditory,Male,Yes,94.0,15.0,10.0,16.0,8.0,97.0,23:00,7:00,walk
268,1,No,Sports,Visual,Female,No,58.0,17.0,9.0,16.0,10.0,93.0,21:00,5:00,public transport
269,1,No,Sports,Visual,Male,No,59.0,18.0,8.0,15.0,18.0,98.0,22:00,6:00,private transport
270,0,No,None,Visual,Female,Yes,92.0,5.0,18.0,15.0,6.0,90.0,22:30,6:30,private transport
271,0,No,Arts,Auditory,Male,Yes,62.0,12.0,9.0,15.0,15.0,99.0,22:00,6:00,private transport
272,2,No,Arts,Visual,Female,Yes,77.0,4.0,15.0,16.0,6.0,99.0,21:30,5:30,public transport
273,0,No,Arts,Visual,Female,No,67.0,6.0,21.0,16.0,10.0,91.0,23:00,7:00,walk
274,1,Yes,Clubs,Visual,Male,Yes,95.0,15.0,6.0,15.0,6.0,95.0,23:00,7:00,walk
275,0,No,Sports,Visual,Male,Yes,58.0,14.0,6.0,15.0,15.0,94.0,21:00,5:00,public transport
276,0,No,None,Auditory,Male,Yes,89.0,11.0,11.0,16.0,8.0,95.0,21:30,5:30,public transport
277,0,Yes,None,Visual,Female,No,87.0,11.0,5.0,16.0,5.0,91.0,22:30,6:30,private transport
278,2,No,Arts,Visual,Male,Yes,80.0,12.0,5.0,16.0,9.0,94.0,21:30,5:30,public transport
279,1,No,Clubs,Visual,Male,Yes,47.0,20.0,5.0,16.0,2.0,93.0,23:00,7:00,walk
280,2,No,Clubs,Visual,Female,Yes,60.0,20.0,2.0,15.0,16.0,93.0,21:30,5:30,public transport
281,0,No,Sports,Auditory,Male,No,54.0,14.0,13.0,15.0,13.0,98.0,23:00,7:00,walk
282,1,No,Sports,Visual,Female,Yes,55.0,23.0,7.0,15.0,15.0,97.0,23:00,7:00,walk
283,2,No,Clubs,Auditory,Female,No,38.0,5.0,17.0,16.0,11.0,87.0,22:00,6:00,private transport
284,0,No,Arts,Auditory,Female,Yes,99.0,17.0,4.0,16.0,9.0,95.0,22:30,6:30,private transport
285,2,No,Sports,Visual,Male,No,56.0,12.0,10.0,15.0,16.0,100.0,21:00,5:00,public transport
286,1,No,Arts,Visual,Male,No,52.0,12.0,18.0,15.0,15.0,97.0,23:00,7:00,walk
287,1,No,Clubs,Auditory,Female,Yes,70.0,16.0,12.0,16.0,20.0,99.0,22:00,6:00,private transport
288,1,No,Sports,Auditory,Male,Yes,53.0,18.0,12.0,15.0,19.0,95.0,22:30,6:30,private transport
289,1,Yes,None,Visual,Female,Yes,84.0,16.0,1.0,15.0,8.0,98.0,21:30,5:30,public transport
290,2,Yes,None,Visual,Male,No,86.0,13.0,5.0,16.0,8.0,98.0,23:00,7:00,walk
291,1,No,Arts,Auditory,Female,Yes,56.0,14.0,10.0,16.0,18.0,98.0,22:30,6:30,private transport
292,2,No,Sports,Auditory,Male,Yes,43.0,15.0,9.0,16.0,2.0,97.0,23:00,7:00,walk
293,2,No,Arts,Auditory,Female,No,40.0,0.0,22.0,16.0,4.0,82.0,22:30,5:30,public transport
294,2,No,None,Auditory,Male,No,45.0,23.0,1.0,16.0,12.0,79.0,22:00,5:00,public transport
295,1,Yes,Arts,Auditory,Female,No,47.0,1.0,24.0,16.0,14.0,72.0,22:30,5:30,public transport
296,0,No,None,Auditory,Female,Yes,89.0,15.0,7.0,16.0,7.0,92.0,23:00,7:00,walk
297,1,No,None,Auditory,Female,Yes,48.0,2.0,27.0,15.0,5.0,86.0,23:00,7:00,walk
298,0,No,None,Auditory,Female,Yes,78.0,21.0,1.0,15.0,7.0,95.0,22:00,6:00,private transport
299,1,Yes,None,Auditory,Male,Yes,67.0,13.0,6.0,16.0,10.0,90.0,21:30,5:30,public transport
300,0,Yes,Arts,Visual,Female,No,84.0,16.0,1.0,16.0,6.0,94.0,21:30,5:30,public transport
301,0,Yes,Arts,Visual,Male,No,82.0,11.0,6.0,15.0,6.0,91.0,22:00,6:00,private transport
302,1,No,Arts,Visual,Male,Yes,52.0,21.0,9.0,15.0,14.0,93.0,23:00,7:00,walk
303,1,No,Arts,Auditory,Female,No,59.0,1.0,30.0,15.0,14.0,94.0,22:30,6:30,private transport
304,0,No,None,Auditory,Female,No,67.0,20.0,7.0,16.0,11.0,93.0,21:00,5:00,public transport
305,0,No,Sports,Auditory,Female,No,94.0,5.0,20.0,16.0,7.0,93.0,23:00,7:00,walk
306,1,Yes,Arts,Auditory,Female,Yes,65.0,19.0,0.0,15.0,18.0,95.0,21:30,5:30,public transport
307,2,No,Clubs,Visual,Male,Yes,56.0,18.0,0.0,16.0,18.0,100.0,22:30,6:30,private transport
308,1,No,Clubs,Visual,Male,Yes,74.0,14.0,11.0,15.0,13.0,96.0,22:00,6:00,private transport
309,1,No,Sports,Auditory,Male,Yes,63.0,14.0,14.0,15.0,10.0,100.0,22:00,6:00,private transport
310,2,No,Clubs,Auditory,Female,No,49.0,12.0,12.0,16.0,13.0,97.0,23:00,7:00,walk
311,1,No,Clubs,Auditory,Female,Yes,64.0,4.0,20.0,16.0,5.0,93.0,22:00,6:00,private transport
312,0,No,Arts,Visual,Female,Yes,78.0,9.0,15.0,15.0,5.0,92.0,21:00,5:00,public transport
313,0,No,Arts,Visual,Male,No,59.0,17.0,3.0,16.0,8.0,93.0,21:30,5:30,public transport
314,2,No,None,Visual,Female,No,81.0,12.0,5.0,16.0,10.0,100.0,22:00,6:00,private transport
315,1,No,Arts,Visual,Female,No,48.0,14.0,16.0,16.0,6.0,63.0,2:00,7:00,walk
316,1,Yes,Sports,Visual,Female,Yes,93.0,7.0,14.0,15.0,10.0,97.0,22:00,6:00,private transport
317,1,No,Clubs,Visual,Female,No,49.0,5.0,25.0,16.0,4.0,91.0,21:00,5:00,public transport
318,0,No,Arts,Auditory,Male,No,76.0,12.0,10.0,16.0,16.0,92.0,23:00,7:00,walk
319,1,No,Clubs,Auditory,Female,Yes,69.0,13.0,9.0,16.0,7.0,93.0,22:30,6:30,private transport
320,1,No,Arts,Visual,Male,No,57.0,20.0,6.0,15.0,5.0,92.0,22:30,6:30,private transport
321,2,No,Clubs,Visual,Male,No,78.0,15.0,4.0,15.0,6.0,99.0,23:00,7:00,walk
322,2,No,Sports,Auditory,Male,Yes,68.0,14.0,7.0,15.0,8.0,92.0,22:30,6:30,private transport
323,2,No,Arts,Auditory,Female,No,49.0,18.0,6.0,15.0,14.0,89.0,22:30,6:30,private transport
324,0,No,Arts,Auditory,Male,Yes,55.0,13.0,9.0,15.0,12.0,95.0,21:30,5:30,public transport
325,1,No,Sports,Visual,Male,No,50.0,11.0,19.0,16.0,9.0,94.0,23:00,7:00,walk
326,0,No,Clubs,Visual,Male,No,67.0,16.0,12.0,15.0,16.0,95.0,21:30,5:30,public transport
327,2,No,Arts,Visual,Male,No,68.0,21.0,1.0,16.0,19.0,97.0,22:30,6:30,private transport
328,0,No,Sports,Visual,Male,No,74.0,26.0,2.0,15.0,20.0,92.0,22:00,6:00,private transport
329,0,No,Sports,Visual,Male,Yes,77.0,11.0,13.0,15.0,8.0,93.0,22:00,6:00,private transport
330,1,Yes,None,Visual,Male,Yes,90.0,17.0,4.0,15.0,7.0,90.0,22:00,6:00,private transport
331,0,Yes,Clubs,Visual,Female,Yes,70.0,12.0,4.0,15.0,17.0,98.0,22:00,6:00,private transport
332,2,No,Sports,Auditory,Female,Yes,50.0,9.0,13.0,16.0,7.0,92.0,22:30,6:30,private transport
333,0,No,Sports,Auditory,Female,Yes,57.0,15.0,7.0,15.0,16.0,92.0,22:00,6:00,private transport
334,1,Yes,Clubs,Auditory,Female,Yes,81.0,17.0,0.0,15.0,8.0,93.0,23:00,7:00,walk
335,0,No,Clubs,Visual,Male,No,76.0,26.0,2.0,15.0,7.0,98.0,22:30,6:30,private transport
336,0,Yes,Sports,Visual,Female,Yes,80.0,13.0,7.0,15.0,6.0,97.0,21:00,5:00,public transport
337,1,No,Arts,Auditory,Female,No,51.0,25.0,5.0,16.0,8.0,99.0,21:00,5:00,public transport
338,1,No,Sports,Auditory,Female,Yes,61.0,24.0,0.0,16.0,8.0,98.0,23:00,7:00,walk
339,0,Yes,Sports,Auditory,Male,Yes,77.0,14.0,6.0,16.0,7.0,90.0,21:00,5:00,public transport
340,0,No,Sports,Auditory,Female,No,64.0,13.0,14.0,16.0,5.0,95.0,21:00,5:00,public transport
341,2,No,Clubs,Auditory,Male,No,52.0,21.0,1.0,15.0,19.0,97.0,22:00,6:00,private transport
342,1,No,Arts,Visual,Male,No,52.0,11.0,19.0,16.0,20.0,94.0,21:00,5:00,public transport
343,1,Yes,None,Visual,Female,Yes,85.0,5.0,12.0,15.0,8.0,97.0,22:00,6:00,private transport
344,0,No,None,Auditory,Female,Yes,67.0,0.0,22.0,16.0,18.0,93.0,21:00,5:00,public transport
345,1,No,Sports,Auditory,Female,Yes,58.0,3.0,24.0,15.0,13.0,99.0,22:30,6:30,private transport
346,0,No,Clubs,Visual,Female,No,77.0,22.0,5.0,16.0,6.0,99.0,21:00,5:00,public transport
347,2,No,None,Auditory,Male,Yes,62.0,14.0,9.0,16.0,8.0,95.0,21:30,5:30,public transport
348,1,Yes,None,Visual,Female,Yes,95.0,15.0,6.0,16.0,8.0,98.0,21:30,5:30,public transport
349,2,No,None,Auditory,Male,Yes,51.0,23.0,0.0,15.0,10.0,91.0,23:00,7:00,walk
350,0,No,Clubs,Visual,Female,No,74.0,23.0,4.0,15.0,16.0,91.0,21:00,5:00,public transport
351,1,No,Sports,Auditory,Male,No,59.0,15.0,12.0,16.0,17.0,96.0,21:00,5:00,public transport
352,2,No,None,Visual,Female,No,42.0,0.0,22.0,15.0,6.0,61.0,0:30,6:30,private transport
353,2,No,Arts,Auditory,Female,Yes,73.0,2.0,21.0,15.0,5.0,94.0,21:00,5:00,public transport
354,2,No,Clubs,Auditory,Male,Yes,56.0,20.0,2.0,16.0,8.0,95.0,21:30,5:30,public transport
355,0,Yes,Clubs,Auditory,Male,No,76.0,10.0,6.0,16.0,9.0,97.0,21:30,5:30,public transport
356,1,No,None,Auditory,Female,Yes,66.0,26.0,1.0,16.0,19.0,99.0,21:00,5:00,public transport
357,2,No,None,Auditory,Male,Yes,62.0,14.0,9.0,16.0,6.0,92.0,21:30,5:30,public transport
358,1,Yes,Arts,Auditory,Male,Yes,78.0,11.0,10.0,15.0,8.0,94.0,23:00,7:00,walk
359,1,Yes,Arts,Visual,Female,Yes,57.0,14.0,13.0,15.0,16.0,92.0,22:30,6:30,private transport
360,2,No,Clubs,Auditory,Male,No,77.0,20.0,1.0,15.0,6.0,100.0,23:00,7:00,walk
361,1,No,Sports,Auditory,Male,No,51.0,23.0,1.0,15.0,10.0,97.0,23:00,7:00,walk
362,0,No,Clubs,Visual,Male,No,56.0,14.0,8.0,16.0,10.0,91.0,22:00,6:00,private transport
363,0,Yes,Clubs,Auditory,Female,Yes,80.0,5.0,16.0,16.0,5.0,95.0,22:00,6:00,private transport
364,0,No,Sports,Auditory,Male,No,61.0,16.0,11.0,15.0,12.0,95.0,22:00,6:00,private transport
365,0,No,Arts,Auditory,Male,Yes,70.0,13.0,14.0,16.0,8.0,97.0,21:00,5:00,public transport
366,1,No,Arts,Auditory,Female,Yes,65.0,28.0,0.0,16.0,13.0,95.0,23:00,7:00,walk
367,2,No,Arts,Auditory,Male,No,40.0,18.0,4.0,16.0,10.0,84.0,22:00,6:00,private transport
368,1,Yes,Arts,Auditory,Female,Yes,75.0,16.0,5.0,15.0,9.0,100.0,21:00,5:00,public transport
369,1,Yes,Arts,Auditory,Female,Yes,82.0,2.0,20.0,15.0,7.0,98.0,22:00,6:00,private transport
370,1,No,Arts,Visual,Male,Yes,57.0,19.0,7.0,15.0,19.0,98.0,23:00,7:00,walk
371,1,No,Clubs,Auditory,Male,No,41.0,26.0,2.0,15.0,3.0,95.0,23:00,7:00,walk
372,2,No,Sports,Visual,Male,Yes,61.0,14.0,8.0,16.0,10.0,97.0,22:30,6:30,private transport
373,1,No,Sports,Auditory,Male,Yes,34.0,12.0,16.0,16.0,9.0,90.0,23:00,6:00,private transport
374,0,Yes,Clubs,Visual,Male,No,90.0,12.0,4.0,16.0,6.0,92.0,22:30,6:30,private transport
375,0,No,Clubs,Auditory,Male,Yes,70.0,15.0,7.0,16.0,6.0,91.0,21:30,5:30,public transport
376,0,No,Clubs,Auditory,Female,Yes,72.0,1.0,22.0,16.0,16.0,92.0,22:00,6:00,private transport
377,1,No,Sports,Auditory,Male,No,54.0,19.0,8.0,16.0,12.0,93.0,21:30,5:30,public transport
378,0,No,None,Visual,Male,Yes,90.0,17.0,6.0,16.0,8.0,97.0,22:30,6:30,private transport
379,1,No,Sports,Auditory,Female,Yes,51.0,16.0,13.0,15.0,6.0,92.0,23:00,7:00,walk
380,0,No,Clubs,Auditory,Male,Yes,61.0,12.0,8.0,16.0,12.0,94.0,21:30,5:30,public transport
381,0,Yes,Clubs,Visual,Female,No,78.0,14.0,6.0,16.0,9.0,97.0,23:00,7:00,walk
382,0,No,None,Auditory,Female,No,81.0,0.0,23.0,15.0,8.0,98.0,22:00,6:00,private transport
383,0,No,Clubs,Auditory,Female,No,63.0,14.0,13.0,15.0,16.0,100.0,21:30,5:30,public transport
384,0,No,Clubs,Auditory,Female,No,57.0,8.0,14.0,16.0,17.0,99.0,22:00,6:00,private transport
385,0,No,Sports,Auditory,Male,Yes,72.0,10.0,13.0,16.0,16.0,93.0,23:00,7:00,walk
386,0,No,Arts,Visual,Female,No,90.0,22.0,1.0,16.0,6.0,95.0,22:00,6:00,private transport
387,0,No,None,Auditory,Male,Yes,72.0,18.0,3.0,16.0,7.0,99.0,23:00,7:00,walk
388,1,No,None,Auditory,Female,No,54.0,23.0,2.0,15.0,7.0,90.0,22:00,6:00,private transport
389,1,No,Clubs,Auditory,Male,No,46.0,14.0,10.0,16.0,12.0,71.0,22:00,5:00,public transport
390,2,No,Sports,Visual,Male,Yes,54.0,10.0,10.0,15.0,14.0,98.0,23:00,7:00,walk
391,0,No,Sports,Visual,Female,Yes,76.0,19.0,4.0,15.0,20.0,94.0,23:00,7:00,walk
392,0,Yes,Clubs,Auditory,Female,Yes,75.0,20.0,0.0,16.0,5.0,96.0,21:30,5:30,public transport
393,0,No,None,Auditory,Female,Yes,93.0,3.0,19.0,16.0,6.0,90.0,22:30,5:30,public transport
394,1,Yes,Arts,Auditory,Male,No,49.0,21.0,4.0,16.0,9.0,93.0,22:00,6:00,private transport
395,0,No,Sports,Auditory,Male,Yes,61.0,10.0,10.0,15.0,18.0,91.0,22:00,6:00,private transport
396,0,No,None,Visual,Male,Yes,89.0,20.0,3.0,15.0,9.0,99.0,22:00,6:00,private transport
397,0,Yes,Clubs,Visual,Male,No,74.0,18.0,0.0,15.0,18.0,92.0,22:30,6:30,private transport
398,1,Yes,Arts,Visual,Male,No,55.0,19.0,8.0,16.0,12.0,99.0,21:30,5:30,public transport
399,0,No,Clubs,Visual,Female,Yes,57.0,12.0,8.0,15.0,9.0,96.0,22:00,6:00,private transport
400,2,Yes,Arts,Visual,Female,Yes,77.0,11.0,3.0,15.0,5.0,92.0,22:00,6:00,private transport
401,2,No,Arts,Visual,Female,Yes,82.0,11.0,8.0,16.0,6.0,99.0,22:30,6:30,private transport
402,0,Yes,Sports,Visual,Male,No,74.0,11.0,4.0,16.0,8.0,93.0,22:00,6:00,private transport
403,1,No,Clubs,Visual,Female,No,57.0,19.0,11.0,15.0,8.0,92.0,22:30,5:30,public transport
404,1,Yes,Sports,Auditory,Female,Yes,82.0,11.0,10.0,16.0,7.0,91.0,22:30,6:30,private transport
405,0,No,Sports,Visual,Female,Yes,91.0,12.0,12.0,16.0,9.0,95.0,22:00,6:00,private transport
406,1,Yes,Clubs,Auditory,Male,Yes,48.0,10.0,15.0,16.0,1.0,86.0,23:00,7:00,walk
407,1,No,Clubs,Visual,Male,No,53.0,29.0,1.0,15.0,7.0,98.0,22:30,6:30,private transport
408,1,No,Clubs,Auditory,Male,Yes,74.0,21.0,7.0,15.0,18.0,97.0,21:30,5:30,public transport
409,1,No,Sports,Auditory,Male,Yes,63.0,16.0,6.0,16.0,5.0,99.0,23:00,7:00,walk
410,0,Yes,Clubs,Auditory,Female,No,78.0,18.0,3.0,15.0,7.0,98.0,23:00,7:00,walk
411,2,No,Clubs,Auditory,Male,Yes,67.0,10.0,13.0,15.0,17.0,99.0,22:00,6:00,private transport
412,0,Yes,None,Auditory,Female,Yes,72.0,0.0,19.0,16.0,16.0,93.0,21:00,5:00,public transport
413,1,No,Sports,Auditory,Male,Yes,62.0,16.0,12.0,15.0,10.0,99.0,21:00,5:00,public transport
414,1,No,Arts,Visual,Male,No,60.0,20.0,6.0,16.0,13.0,97.0,22:00,6:00,private transport
415,1,Yes,Sports,Visual,Female,No,58.0,4.0,23.0,15.0,9.0,97.0,22:30,6:30,private transport
416,2,Yes,Arts,Visual,Female,Yes,74.0,13.0,1.0,16.0,8.0,99.0,21:30,5:30,public transport
417,0,No,None,Visual,Female,No,85.0,23.0,0.0,15.0,8.0,99.0,21:30,5:30,public transport
418,1,No,Arts,Auditory,Female,No,44.0,14.0,11.0,15.0,13.0,97.0,23:00,7:00,walk
419,0,Yes,Sports,Visual,Male,Yes,71.0,13.0,3.0,15.0,18.0,92.0,21:30,5:30,public transport
420,1,No,Sports,Visual,Male,No,52.0,13.0,17.0,16.0,16.0,93.0,21:30,5:30,public transport
421,0,No,Clubs,Auditory,Female,No,70.0,15.0,5.0,15.0,7.0,96.0,21:30,5:30,public transport
422,0,Yes,Clubs,Auditory,Female,No,78.0,14.0,6.0,15.0,6.0,92.0,21:30,5:30,public transport
423,0,No,Sports,Auditory,Female,No,62.0,15.0,6.0,16.0,17.0,91.0,21:30,5:30,public transport
424,1,No,Sports,Auditory,Male,Yes,65.0,24.0,4.0,15.0,6.0,94.0,22:30,6:30,private transport
425,0,No,Clubs,Auditory,Male,Yes,69.0,11.0,11.0,15.0,7.0,91.0,21:30,5:30,public transport
426,1,Yes,Arts,Visual,Female,No,55.0,5.0,22.0,15.0,19.0,99.0,21:00,5:00,public transport
427,1,No,Clubs,Auditory,Female,Yes,57.0,21.0,3.0,15.0,5.0,99.0,22:30,6:30,private transport
428,1,No,Arts,Visual,Female,Yes,68.0,20.0,8.0,15.0,7.0,99.0,21:00,5:00,public transport
429,2,No,Sports,Auditory,Female,Yes,53.0,17.0,2.0,16.0,7.0,97.0,23:00,7:00,walk
430,2,No,Arts,Auditory,Female,Yes,55.0,2.0,16.0,16.0,18.0,100.0,22:00,6:00,private transport
431,1,No,None,Auditory,Male,Yes,62.0,13.0,15.0,15.0,17.0,96.0,21:30,5:30,public transport
432,2,Yes,Clubs,Visual,Female,No,77.0,11.0,4.0,15.0,6.0,98.0,23:00,7:00,walk
433,1,No,Clubs,Auditory,Male,Yes,58.0,14.0,17.0,16.0,7.0,98.0,22:30,6:30,private transport
434,0,Yes,None,Visual,Male,Yes,85.0,10.0,6.0,16.0,7.0,96.0,21:00,5:00,public transport
435,1,No,Arts,Auditory,Male,Yes,62.0,23.0,5.0,15.0,11.0,97.0,22:30,6:30,private transport
436,1,No,Arts,Auditory,Male,Yes,65.0,14.0,13.0,16.0,9.0,91.0,23:00,7:00,walk
437,2,No,Sports,Auditory,Male,No,42.0,13.0,11.0,16.0,1.0,94.0,22:30,6:30,private transport
438,2,Yes,Sports,Visual,Female,No,85.0,11.0,7.0,16.0,10.0,92.0,22:30,6:30,private transport
439,0,No,None,Visual,Male,Yes,89.0,13.0,10.0,16.0,10.0,93.0,22:00,6:00,private transport
440,2,Yes,Sports,Auditory,Female,Yes,56.0,16.0,0.0,15.0,12.0,96.0,22:30,6:30,private transport
441,1,No,Clubs,Auditory,Female,No,63.0,27.0,0.0,15.0,11.0,96.0,21:30,5:30,public transport
442,1,No,Arts,Auditory,Male,Yes,72.0,14.0,14.0,15.0,16.0,98.0,21:00,5:00,public transport
443,0,No,None,Auditory,Female,No,62.0,23.0,4.0,16.0,15.0,92.0,22:00,6:00,private transport
444,1,No,Sports,Visual,Female,No,49.0,10.0,20.0,15.0,9.0,87.0,21:30,5:30,public transport
445,1,No,Arts,Auditory,Male,No,66.0,12.0,10.0,16.0,7.0,91.0,21:00,5:00,public transport
446,1,No,Arts,Auditory,Female,No,48.0,5.0,24.0,16.0,3.0,91.0,22:30,6:30,private transport
447,0,No,Arts,Auditory,Male,Yes,68.0,10.0,11.0,16.0,19.0,91.0,23:00,7:00,walk
448,1,No,Sports,Visual,Male,Yes,58.0,17.0,7.0,15.0,15.0,95.0,21:00,5:00,public transport
449,1,Yes,Sports,Visual,Male,No,80.0,17.0,0.0,15.0,9.0,96.0,22:30,6:30,private transport
450,2,No,Clubs,Auditory,Male,Yes,51.0,16.0,2.0,16.0,19.0,97.0,22:30,6:30,private transport
451,1,Yes,None,Visual,Female,Yes,95.0,14.0,7.0,15.0,9.0,96.0,21:30,5:30,public transport
452,1,No,Arts,Auditory,Female,Yes,71.0,19.0,3.0,15.0,7.0,96.0,22:00,6:00,private transport
453,0,No,Arts,Visual,Female,No,73.0,16.0,12.0,16.0,7.0,99.0,21:00,5:00,public transport
454,2,No,Sports,Auditory,Male,Yes,57.0,11.0,11.0,16.0,8.0,99.0,23:00,7:00,walk
455,1,Yes,Sports,Auditory,Male,No,46.0,26.0,4.0,16.0,7.0,95.0,21:00,5:00,public transport
456,2,No,Clubs,Auditory,Female,Yes,74.0,11.0,8.0,16.0,14.0,98.0,22:00,6:00,private transport
457,2,No,Sports,Visual,Female,No,37.0,2.0,20.0,16.0,5.0,97.0,22:00,6:00,private transport
458,1,Yes,Sports,Visual,Female,Yes,43.0,14.0,14.0,15.0,12.0,67.0,0:00,7:00,walk
459,2,No,Arts,Auditory,Male,Yes,60.0,12.0,10.0,15.0,13.0,99.0,22:30,6:30,private transport
460,0,No,Clubs,Auditory,Male,No,57.0,25.0,2.0,15.0,18.0,95.0,22:30,6:30,private transport
461,1,No,None,Visual,Male,Yes,81.0,12.0,13.0,15.0,7.0,91.0,22:00,6:00,private transport
462,0,Yes,Arts,Visual,Male,Yes,89.0,13.0,3.0,15.0,9.0,95.0,22:00,6:00,private transport
463,2,Yes,Arts,Visual,Male,Yes,72.0,11.0,3.0,16.0,16.0,95.0,23:00,7:00,walk
464,1,Yes,Clubs,Visual,Male,No,55.0,12.0,15.0,15.0,19.0,96.0,23:00,7:00,walk
465,1,No,Sports,Auditory,Female,No,54.0,4.0,26.0,15.0,14.0,95.0,21:00,5:00,public transport
466,1,No,Clubs,Auditory,Male,Yes,38.0,12.0,16.0,15.0,11.0,55.0,1:00,5:00,public transport
467,0,No,Arts,Visual,Male,No,62.0,10.0,17.0,16.0,15.0,97.0,22:00,6:00,private transport
468,2,No,Sports,Visual,Female,No,45.0,1.0,22.0,15.0,7.0,64.0,23:30,5:30,public transport
469,2,No,Clubs,Auditory,Male,Yes,68.0,11.0,8.0,15.0,6.0,91.0,21:00,5:00,public transport
470,1,No,Arts,Auditory,Male,Yes,67.0,17.0,5.0,15.0,19.0,100.0,21:30,5:30,public transport
471,2,Yes,Sports,Visual,Male,No,69.0,14.0,1.0,16.0,14.0,94.0,23:00,7:00,walk
472,2,Yes,Sports,Visual,Male,No,84.0,11.0,3.0,15.0,8.0,92.0,21:00,5:00,public transport
473,2,No,None,Auditory,Male,Yes,68.0,19.0,0.0,16.0,10.0,93.0,21:30,5:30,public transport
474,2,Yes,Sports,Auditory,Female,No,39.0,2.0,22.0,15.0,12.0,79.0,0:30,6:30,private transport
475,0,No,Sports,Visual,Female,Yes,90.0,3.0,16.0,15.0,6.0,91.0,22:00,6:00,private transport
476,0,Yes,Sports,Auditory,Male,No,78.0,10.0,5.0,16.0,8.0,90.0,22:30,6:30,private transport
477,1,No,Sports,Visual,Female,No,49.0,16.0,14.0,15.0,5.0,87.0,21:30,5:30,public transport
478,1,No,Sports,Auditory,Female,No,63.0,24.0,3.0,16.0,18.0,100.0,23:00,7:00,walk
479,2,Yes,Clubs,Visual,Female,Yes,76.0,10.0,10.0,16.0,6.0,96.0,22:30,6:30,private transport
480,1,No,Sports,Visual,Female,No,52.0,17.0,13.0,15.0,6.0,91.0,21:30,5:30,public transport
481,1,No,Sports,Auditory,Male,No,53.0,12.0,19.0,15.0,8.0,92.0,21:30,5:30,public transport
482,0,No,None,Visual,Male,No,94.0,16.0,7.0,16.0,8.0,96.0,22:00,6:00,private transport
483,0,No,None,Visual,Female,Yes,90.0,2.0,16.0,15.0,7.0,90.0,21:30,5:30,public transport
484,1,No,Clubs,Auditory,Female,No,64.0,4.0,24.0,16.0,19.0,100.0,21:00,5:00,public transport
485,2,Yes,None,Visual,Female,Yes,81.0,9.0,5.0,15.0,7.0,91.0,21:00,5:00,public transport
486,0,No,Arts,Auditory,Female,Yes,76.0,23.0,0.0,16.0,8.0,99.0,21:00,5:00,public transport
487,2,No,Arts,Auditory,Male,No,40.0,22.0,1.0,15.0,15.0,98.0,21:00,5:00,public transport
